State,HCAHPS Question,HCAHPS Measure ID,HCAHPS Answer Description,HCAHPS Answer Percent,Footnote,Start Date,End Date
SD,"Patients who reported that they ""Always"" received bathroom help as soon as they wanted",H_BATH_HELP_A_P,"Patients ""always"" received bathroom help as soon as they wanted",78,,10/01/2018,09/30/2019
SD,"Patients who reported that they ""Sometimes"" or ""Never"" received bathroom help as soon as they wanted",H_BATH_HELP_SN_P,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",5,,10/01/2018,09/30/2019
SD,"Patients who reported that they ""Usually"" received bathroom help as soon as they wanted",H_BATH_HELP_U_P,"Patients ""usually"" received bathroom help as soon as they wanted",17,,10/01/2018,09/30/2019
SD,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",72,,10/01/2018,09/30/2019
SD,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",12,,10/01/2018,09/30/2019
SD,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",16,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for",H_MED_FOR_A_P,"Staff ""always"" explained new medications",84,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for",H_MED_FOR_SN_P,"Staff ""sometimes"" or ""never"" explained new medications",5,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.",H_MED_FOR_U_P,"Staff ""usually"" explained new medications",11,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects",H_SIDE_EFFECTS_A_P,"Staff ""always"" explained possible side effects",58,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects",H_SIDE_EFFECTS_SN_P,"Staff ""sometimes"" or ""never"" explained possible side effects",20,,10/01/2018,09/30/2019
SD,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects",H_SIDE_EFFECTS_U_P,"Staff ""usually"" explained possible side effects",22,,10/01/2018,09/30/2019
SD,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",13,,10/01/2018,09/30/2019
SD,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",87,,10/01/2018,09/30/2019
SD,"Patients who reported that NO, they did not discuss whether they would need help after discharge",H_DISCH_HELP_N_P,"No, staff ""did not"" give patients information about help after discharge",15,,10/01/2018,09/30/2019
SD,"Patients who reported that YES, they did discuss whether they would need help after discharge",H_DISCH_HELP_Y_P,"Yes, staff ""did"" give patients information about help after discharge",85,,10/01/2018,09/30/2019
SD,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge",H_SYMPTOMS_N_P,"No, staff ""did not"" give patients information about possible symptoms",11,,10/01/2018,09/30/2019
SD,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge",H_SYMPTOMS_Y_P,"Yes, staff ""did"" give patients information about possible symptoms",89,,10/01/2018,09/30/2019
SD,"Patients who ""Agree"" they understood their care when they left the hospital",H_COMP_7_A,"Patients who ""Agree"" they understood their care when they left the hospital",39,,10/01/2018,09/30/2019
SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",H_COMP_7_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",2,,10/01/2018,09/30/2019
SD,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",59,,10/01/2018,09/30/2019
SD,"Patients who ""Agree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_A,"Patients who ""Agree"" that staff took their preferences into account",45,,10/01/2018,09/30/2019
SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",3,,10/01/2018,09/30/2019
SD,"Patients who ""Strongly Agree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_SA,"Patients who ""Strongly Agree"" that staff took their preferences into account",52,,10/01/2018,09/30/2019
SD,"Patients who ""Agree"" that they understood their responsiblities in managing their health",H_CT_UNDER_A,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",40,,10/01/2018,09/30/2019
SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood their responsiblities in managing their health",H_CT_UNDER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",2,,10/01/2018,09/30/2019
SD,"Patients who ""Strongly Agree"" that they understood their responsiblities in managing their health",H_CT_UNDER_SA,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",58,,10/01/2018,09/30/2019
SD,"Patients who ""Agree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_A,"Patients who ""Agree"" they understood their medications when they left the hospital",31,,10/01/2018,09/30/2019
SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",3,,10/01/2018,09/30/2019
SD,"Patients who ""Strongly Agree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_SA,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",66,,10/01/2018,09/30/2019
SD,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",81,,10/01/2018,09/30/2019
SD,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",5,,10/01/2018,09/30/2019
SD,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",14,,10/01/2018,09/30/2019
SD,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",72,,10/01/2018,09/30/2019
SD,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",5,,10/01/2018,09/30/2019
SD,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",23,,10/01/2018,09/30/2019
SD,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",5,,10/01/2018,09/30/2019
SD,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",15,,10/01/2018,09/30/2019
SD,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",80,,10/01/2018,09/30/2019
SD,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",2,,10/01/2018,09/30/2019
SD,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",81,,10/01/2018,09/30/2019
SD,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",17,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",81,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",5,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",14,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect",H_NURSE_RESPECT_A_P,"Nurses ""always"" treated them with courtesy and  respect",87,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect",H_NURSE_RESPECT_SN_P,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect",H_NURSE_RESPECT_U_P,"Nurses ""usually""  treated them with courtesy and  respect",10,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Always"" listened carefully to them",H_NURSE_LISTEN_A_P,"Nurses ""always"" listened carefully",78,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them",H_NURSE_LISTEN_SN_P,"Nurses ""sometimes"" or ""never"" listened carefully",5,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Usually"" listened carefully to them",H_NURSE_LISTEN_U_P,"Nurses ""usually"" listened carefully",17,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Always"" explained things in a way they could understand",H_NURSE_EXPLAIN_A_P,"Nurses ""always"" explained things so they could understand",77,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand",H_NURSE_EXPLAIN_SN_P,"Nurses ""sometimes"" or ""never"" explained things so they could understand",6,,10/01/2018,09/30/2019
TN,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand",H_NURSE_EXPLAIN_U_P,"Nurses ""usually"" explained things so they could understand",17,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",81,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",5,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",14,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect",H_DOCTOR_RESPECT_A_P,"Doctors ""always"" treated them with courtesy and  respect",87,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect",H_DOCTOR_RESPECT_SN_P,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",4,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect",H_DOCTOR_RESPECT_U_P,"Doctors ""usually""  treated them with courtesy and  respect",9,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Always"" listened carefully to them",H_DOCTOR_LISTEN_A_P,"Doctors ""always"" listened carefully",80,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them",H_DOCTOR_LISTEN_SN_P,"Doctors ""sometimes"" or ""never"" listened carefully",6,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Usually"" listened carefully to them",H_DOCTOR_LISTEN_U_P,"Doctors ""usually"" listened carefully",14,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Always"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_A_P,"Doctors ""always"" explained things so they could understand",77,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_SN_P,"Doctors ""sometimes"" or ""never"" explained things so they could understand",6,,10/01/2018,09/30/2019
TN,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_U_P,"Doctors ""usually"" explained things so they could understand",17,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",70,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",9,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",21,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Always"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_A_P,"Patients ""always"" received call button help as soon as they wanted",69,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Sometimes"" or ""Never"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_SN_P,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",9,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Usually"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_U_P,"Patients ""usually"" received call button help as soon as they wanted",22,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Always"" received bathroom help as soon as they wanted",H_BATH_HELP_A_P,"Patients ""always"" received bathroom help as soon as they wanted",71,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Sometimes"" or ""Never"" received bathroom help as soon as they wanted",H_BATH_HELP_SN_P,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",10,,10/01/2018,09/30/2019
TN,"Patients who reported that they ""Usually"" received bathroom help as soon as they wanted",H_BATH_HELP_U_P,"Patients ""usually"" received bathroom help as soon as they wanted",19,,10/01/2018,09/30/2019
TN,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",65,,10/01/2018,09/30/2019
TN,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",18,,10/01/2018,09/30/2019
TN,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",17,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for",H_MED_FOR_A_P,"Staff ""always"" explained new medications",78,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for",H_MED_FOR_SN_P,"Staff ""sometimes"" or ""never"" explained new medications",9,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.",H_MED_FOR_U_P,"Staff ""usually"" explained new medications",13,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects",H_SIDE_EFFECTS_A_P,"Staff ""always"" explained possible side effects",52,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" discussed possible side effects",H_SIDE_EFFECTS_SN_P,"Staff ""sometimes"" or ""never"" explained possible side effects",28,,10/01/2018,09/30/2019
TN,"Patients who reported that when receiving new medication the staff ""Usually"" discussed possible side effects",H_SIDE_EFFECTS_U_P,"Staff ""usually"" explained possible side effects",20,,10/01/2018,09/30/2019
TN,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",14,,10/01/2018,09/30/2019
TN,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",86,,10/01/2018,09/30/2019
TN,"Patients who reported that NO, they did not discuss whether they would need help after discharge",H_DISCH_HELP_N_P,"No, staff ""did not"" give patients information about help after discharge",17,,10/01/2018,09/30/2019
TN,"Patients who reported that YES, they did discuss whether they would need help after discharge",H_DISCH_HELP_Y_P,"Yes, staff ""did"" give patients information about help after discharge",83,,10/01/2018,09/30/2019
TN,"Patients who reported that NO, they did not receive written information about possible symptoms to look out for after discharge",H_SYMPTOMS_N_P,"No, staff ""did not"" give patients information about possible symptoms",11,,10/01/2018,09/30/2019
TN,"Patients who reported that YES, they did receive written information about possible symptoms to look out for after discharge",H_SYMPTOMS_Y_P,"Yes, staff ""did"" give patients information about possible symptoms",89,,10/01/2018,09/30/2019
TN,"Patients who ""Agree"" they understood their care when they left the hospital",H_COMP_7_A,"Patients who ""Agree"" they understood their care when they left the hospital",43,,10/01/2018,09/30/2019
TN,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",H_COMP_7_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",5,,10/01/2018,09/30/2019
TN,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",52,,10/01/2018,09/30/2019
TN,"Patients who ""Agree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_A,"Patients who ""Agree"" that staff took their preferences into account",48,,10/01/2018,09/30/2019
TN,"Patients who ""Disagree"" or ""Strongly Disagree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",7,,10/01/2018,09/30/2019
TN,"Patients who ""Strongly Agree"" that the staff took my preferences into account when determining my health care needs",H_CT_PREFER_SA,"Patients who ""Strongly Agree"" that staff took their preferences into account",45,,10/01/2018,09/30/2019
TN,"Patients who ""Agree"" that they understood their responsiblities in managing their health",H_CT_UNDER_A,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",44,,10/01/2018,09/30/2019
TN,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood their responsiblities in managing their health",H_CT_UNDER_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",5,,10/01/2018,09/30/2019
TN,"Patients who ""Strongly Agree"" that they understood their responsiblities in managing their health",H_CT_UNDER_SA,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",51,,10/01/2018,09/30/2019
TN,"Patients who ""Agree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_A,"Patients who ""Agree"" they understood their medications when they left the hospital",37,,10/01/2018,09/30/2019
TN,"Patients who ""Disagree"" or ""Strongly Disagree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_D_SD,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",4,,10/01/2018,09/30/2019
TN,"Patients who ""Strongly Agree"" that they understood the purposes of their medications when leaving the hospital",H_CT_MED_SA,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",59,,10/01/2018,09/30/2019
TN,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",74,,10/01/2018,09/30/2019
TN,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",8,,10/01/2018,09/30/2019
TN,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",18,,10/01/2018,09/30/2019
TN,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",65,,10/01/2018,09/30/2019
TN,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",8,,10/01/2018,09/30/2019
TN,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",27,,10/01/2018,09/30/2019
TN,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",8,,10/01/2018,09/30/2019
TN,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",20,,10/01/2018,09/30/2019
TN,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",72,,10/01/2018,09/30/2019
TN,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,,10/01/2018,09/30/2019
TN,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",70,,10/01/2018,09/30/2019
TN,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",24,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",82,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",4,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",14,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Always"" treated them with courtesy and respect",H_NURSE_RESPECT_A_P,"Nurses ""always"" treated them with courtesy and  respect",88,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Sometimes"" or ""Never""  treated them with courtesy and respect",H_NURSE_RESPECT_SN_P,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Usually""  treated them with courtesy and respect",H_NURSE_RESPECT_U_P,"Nurses ""usually""  treated them with courtesy and  respect",9,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Always"" listened carefully to them",H_NURSE_LISTEN_A_P,"Nurses ""always"" listened carefully",79,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Sometimes"" or ""Never"" listened carefully to them",H_NURSE_LISTEN_SN_P,"Nurses ""sometimes"" or ""never"" listened carefully",5,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Usually"" listened carefully to them",H_NURSE_LISTEN_U_P,"Nurses ""usually"" listened carefully",16,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Always"" explained things in a way they could understand",H_NURSE_EXPLAIN_A_P,"Nurses ""always"" explained things so they could understand",78,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Sometimes"" or ""Never"" explained things in a way they could understand",H_NURSE_EXPLAIN_SN_P,"Nurses ""sometimes"" or ""never"" explained things so they could understand",5,,10/01/2018,09/30/2019
TX,"Patients who reported that their nurses ""Usually"" explained things in a way they could understand",H_NURSE_EXPLAIN_U_P,"Nurses ""usually"" explained things so they could understand",17,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",83,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",5,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",12,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Always"" treated them with courtesy and respect",H_DOCTOR_RESPECT_A_P,"Doctors ""always"" treated them with courtesy and  respect",88,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Sometimes"" or ""Never""  treated them with courtesy and respect",H_DOCTOR_RESPECT_SN_P,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",3,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Usually""  treated them with courtesy and respect",H_DOCTOR_RESPECT_U_P,"Doctors ""usually""  treated them with courtesy and  respect",9,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Always"" listened carefully to them",H_DOCTOR_LISTEN_A_P,"Doctors ""always"" listened carefully",81,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Sometimes"" or ""Never"" listened carefully to them",H_DOCTOR_LISTEN_SN_P,"Doctors ""sometimes"" or ""never"" listened carefully",5,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Usually"" listened carefully to them",H_DOCTOR_LISTEN_U_P,"Doctors ""usually"" listened carefully",14,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Always"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_A_P,"Doctors ""always"" explained things so they could understand",79,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Sometimes"" or ""Never"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_SN_P,"Doctors ""sometimes"" or ""never"" explained things so they could understand",5,,10/01/2018,09/30/2019
TX,"Patients who reported that their doctors ""Usually"" explained things in a way they could understand",H_DOCTOR_EXPLAIN_U_P,"Doctors ""usually"" explained things so they could understand",16,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",72,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",8,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",20,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Always"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_A_P,"Patients ""always"" received call button help as soon as they wanted",72,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Sometimes"" or ""Never"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_SN_P,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",7,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Usually"" received help after using the call button as soon as they wanted",H_CALL_BUTTON_U_P,"Patients ""usually"" received call button help as soon as they wanted",21,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Always"" received bathroom help as soon as they wanted",H_BATH_HELP_A_P,"Patients ""always"" received bathroom help as soon as they wanted",72,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Sometimes"" or ""Never"" received bathroom help as soon as they wanted",H_BATH_HELP_SN_P,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",9,,10/01/2018,09/30/2019
TX,"Patients who reported that they ""Usually"" received bathroom help as soon as they wanted",H_BATH_HELP_U_P,"Patients ""usually"" received bathroom help as soon as they wanted",19,,10/01/2018,09/30/2019
TX,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",68,,10/01/2018,09/30/2019
TX,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",16,,10/01/2018,09/30/2019
TX,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",16,,10/01/2018,09/30/2019
TX,"Patients who reported that when receiving new medication the staff ""Always"" communicated what the medication was for",H_MED_FOR_A_P,"Staff ""always"" explained new medications",80,,10/01/2018,09/30/2019
TX,"Patients who reported that when receiving new medication the staff ""Sometimes"" or ""Never"" communicated what the medication was for",H_MED_FOR_SN_P,"Staff ""sometimes"" or ""never"" explained new medications",8,,10/01/2018,09/30/2019
TX,"Patients who reported that when receiving new medication the staff ""Usually"" communicated what the medication was for.",H_MED_FOR_U_P,"Staff ""usually"" explained new medications",12,,10/01/2018,09/30/2019
TX,"Patients who reported that when receiving new medication the staff ""Always"" discussed possible side effects",H_SIDE_EFFECTS_A_P,"Staff ""always"" explained possible side effects",56,,10/01/2018,09/30/2019
